,layer_height,infill_density,nozzle_temperature,print_speed,roughness,infill_pattern_concentric,infill_pattern_grid,infill_pattern_honeycomb,infill_pattern_line,infill_pattern_rectilinear,infill_pattern_solid,infill_pattern_triangle,infill_pattern_zigzag,material_abs,material_pla,material_pla-aluminum,
67,0.15,58,200,40,8,0,1,0,0,0,0,0,0,0,1,0.2,1
68,0.25,22,190,70,17,0,1,0,0,0,0,0,0,0,1,0,1
69,0.15,82,220,30,11,0,1,0,0,0,0,0,0,0,1,0,1
70,0.15,22,205,70,10,0,1,0,0,0,0,0,0,0,1,0,1
71,0.05,10,220,70,7,0,1,0,0,0,0,0,0,0,1,0,1
72,0.05,32,205,50,6,0,1,0,0,0,0,0,0,0,1,0,1
73,0.15,32,190,50,14,0,1,0,0,0,0,0,0,0,1,0,1
74,0.25,64,220,50,17,0,1,0,0,0,0,0,0,0,1,0,1
75,0.25,62,205,30,18,0,1,0,0,0,0,0,0,0,1,0,1
76,0.05,40,190,30,7,0,1,0,0,0,0,0,0,0,1,0,1
0,0.2,30,210,30,43,0,1,0,0,0,0,0,0,0,1,0,1
1,0.15,20,190,75,26,0,1,0,0,0,0,0,0,0,1,0,1
2,0.2,10,190,30,54,0,0.8,0.2,0,0,0,0,0,0,1,0,1
3,0.2,20,200,75,31,0,1,0,0,0,0,0,0,0,1,0,1
4,0.1,10,190,120,25,0,0,0.2,0,0.2,0,0,0.6,0,1,0,1
5,0.1,10,190,120,18,0,0,0,0,0.2,0,0,0.8,0,1,0,1
6,0.1,10,190,30,26,0,0.8,0.2,0,0,0,0,0,0,1,0,1
7,0.1,30,210,30,25,0,1,0,0,0,0,0,0,0,1,0,1
8,0.1,30,190,120,16,0,0,0.2,0,0,0,0,0.8,0,1,0,1
9,0.1,10,190,30,34,0,0.8,0.2,0,0,0,0,0,0,1,0,1
10,0.2,30,190,120,30,0,0,0.2,0,0,0,0,0.8,0,1,0,1
11,0.15,20,200,120,28,0,0,0.2,0,0,0,0,0.8,0,1,0,1
12,0.15,20,210,75,31,0,1,0,0,0,0,0,0,0,1,0,1
13,0.1,10,210,120,29,0,0,0.6,0,0.4,0,0,0,0,1,0,1
14,0.1,10,210,30,52,0,0.8,0.2,0,0,0,0,0,0,1,0,1
15,0.2,30,210,120,34,0,0,0,0,0,0,0,1,0,1,0,1
16,0.1,30,210,120,24,0,0,0,0,0,0,0,1,0,1,0,1
17,0.2,10,210,30,58,0,0.8,0.2,0,0,0,0,0,0,1,0,1
18,0.15,10,200,75,33,0,1,0,0,0,0,0,0,0,1,0,1
19,0.1,10,210,30,38,0,0.8,0.2,0,0,0,0,0,0,1,0,1
20,0.1,30,190,30,21,0,1,0,0,0,0,0,0,0,1,0,1
21,0.2,30,210,120,44,0,0,0.2,0,0,0,0,0.8,0,1,0,1
22,0.2,10,210,120,40,0,0,0.4,0,0,0,0,0.6,0,1,0,1
23,0.2,10,210,120,49,0,0,0.4,0,0,0,0,0.6,0,1,0,1
24,0.2,10,210,30,49,0,0.8,0.2,0,0,0,0,0,0,1,0,1
25,0.15,20,200,75,33,0,1,0,0,0,0,0,0,0,1,0,1
26,0.2,30,210,30,52,0,0.8,0.2,0,0,0,0,0,0,1,0,1
27,0.1,30,210,30,32,0,1,0,0,0,0,0,0,0,1,0,1
28,0.2,30,190,30,49,0,1,0,0,0,0,0,0,0,1,0,1
29,0.1,30,210,120,18,0,0,0.4,0,0,0,0,0.6,0,1,0,1
30,0.1,10,210,120,21,0,0,0.6,0,0.4,0,0,0,0,1,0,1
31,0.1,20,200,75,19,0,1,0,0,0,0,0,0,0,1,0,1
32,0.2,10,190,120,35,0,0,0.2,0,0,0,0,0.8,0,1,0,1
33,0.15,20,200,75,24,0,1,0,0,0,0,0,0,0,1,0,1
34,0.15,30,200,75,28,0,1,0,0,0,0,0,0,0,1,0,1
35,0.15,20,200,75,28,0,1,0,0,0,0,0,0,0,1,0,1
36,0.15,20,200,30,37,0,0.8,0.2,0,0,0,0,0,0,1,0,1
37,0.2,10,190,120,45,0,0,0.2,0,0,0,0,0.8,0,1,0,1
38,0.2,30,190,30,39,0,1,0,0,0,0,0,0,0,1,0,1
39,0.2,10,190,30,44,0,0.8,0.2,0,0,0,0,0,0,1,0,1
40,0.1,30,190,120,20,0,0,0,0,0,0,0,1,0,1,0,1
41,0.1,30,190,30,29,0,1,0,0,0,0,0,0,0,1,0,1
42,0.2,30,190,120,43,0,0,0.2,0,0,0,0,0.8,0,1,0,1
43,0.15,55,210,60,9,0,0.8,0,0,0,0,0.2,0,0,1,0,1
44,0.15,60,215,60,10,0,0.8,0,0,0,0,0.2,0,0,1,0,1
45,0.15,65,220,60,10,0,0.8,0,0,0,0,0.2,0,0,1,0,1
46,0.25,55,215,60,14,0,0.8,0,0,0,0,0.2,0,0,1,0,1
47,0.25,60,220,60,16,0,0.8,0,0,0,0,0.2,0,0,1,0,1
48,0.25,65,210,60,17,0,0.8,0,0,0,0,0.2,0,0,1,0,1
49,0.35,55,220,60,24,0,0.8,0,0,0,0,0.2,0,0,1,0,1
50,0.35,60,210,60,24,0,0.8,0,0,0,0,0.2,0,0,1,0,1
51,0.35,65,215,60,24,0,0.8,0,0,0,0,0.2,0,0,1,0,1
52,0.1,50,210,70,2,0,0,0,0,0,0,0,1,0,1,0,1
53,0.1,75,210,70,2,0,0.8,0,0,0,0,0,0.2,0,1,0,1
54,0.1,100,210,70,2,0,0.2,0,0.4,0,0,0.4,0,0,1,0,1
55,0.15,50,210,70,3,0,0,0,0,0,0,0,1,0,1,0,1
56,0.15,75,210,70,3,0,0.8,0,0,0,0,0,0.2,0,1,0,1
57,0.15,100,210,70,4,0,0.2,0,0.4,0,0,0.4,0,0,1,0,1
58,0.2,50,210,70,5,0,0,0,0,0,0,0,1,0,1,0,1
59,0.2,75,210,70,6,0,0.8,0,0,0,0,0,0.2,0,1,0,1
60,0.2,100,210,70,7,0,0.2,0,0.4,0,0,0.4,0,0,1,0,1
61,0.1,50,240,40,8,0,0.8,0,0,0,0,0.2,0,1,0,0,1
62,0.1,75,240,40,8,0,0,0,0,0,1,0,0,1,0,0,1
63,0.1,100,240,40,6,0,0,0,0,0,1,0,0,1,0,0,1
64,0.15,50,240,40,12,0,0.8,0,0,0,0,0.2,0,1,0,0,1
65,0.15,75,240,40,13,0,0.2,0,0,0,0.8,0,0,1,0,0,1
66,0.15,100,240,40,14,0,0,0,0,0,1,0,0,1,0,0,1
67,0.2,50,240,40,14,0,0.8,0,0,0,0,0.2,0,1,0,0,1
68,0.2,75,240,40,18,0,0.6,0.2,0,0,0.2,0,0,1,0,0,1
69,0.2,100,240,40,16,0,0,0,0,0,1,0,0,1,0,0,1
70,0.06,20,260,50,3,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
71,0.06,40,260,50,3,0,0,0.4,0,0.2,0,0.4,0,1,0,0,1
72,0.06,60,260,50,2,0,0,0,0,0,0.8,0.2,0,1,0,0,1
73,0.06,80,260,50,2,0,0,0,0,0,1,0,0,1,0,0,1
74,0.06,100,260,50,2,0,0,0,0,0,1,0,0,1,0,0,1
75,0.1,20,260,50,5,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
76,0.1,40,260,50,4,0,0.2,0.4,0,0,0,0.4,0,1,0,0,1
77,0.1,60,260,50,5,0,0.2,0,0,0,0.8,0,0,1,0,0,1
78,0.1,80,260,50,4,0,0,0,0,0,1,0,0,1,0,0,1
79,0.1,100,260,50,4,0,0,0,0,0,1,0,0,1,0,0,1
80,0.14,20,260,50,6,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
81,0.14,40,260,50,5,0,0.2,0.4,0,0,0,0.4,0,1,0,0,1
82,0.14,60,260,50,5,0,0.2,0,0,0,0.8,0,0,1,0,0,1
83,0.14,80,260,50,5,0,0,0,0,0,1,0,0,1,0,0,1
84,0.14,100,260,50,5,0,0,0,0,0,1,0,0,1,0,0,1
85,0.18,20,260,50,9,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
86,0.18,40,260,50,7,0,0.2,0.4,0,0,0,0.4,0,1,0,0,1
87,0.18,60,260,50,7,0,0.4,0,0,0,0.6,0,0,1,0,0,1
88,0.18,80,260,50,7,0,0,0,0,0,1,0,0,1,0,0,1
89,0.18,100,260,50,5,0,0,0,0,0,1,0,0,1,0,0,1
90,0.22,20,260,50,10,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
91,0.22,40,260,50,10,0,0.2,0.4,0,0,0,0.4,0,1,0,0,1
92,0.22,60,260,50,8,0,0.4,0,0,0,0.6,0,0,1,0,0,1
93,0.22,80,260,50,8,0,0,0,0,0,1,0,0,1,0,0,1
94,0.22,100,260,50,7,0,0,0,0,0,1,0,0,1,0,0,1
95,0.26,20,260,50,12,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
96,0.26,40,260,50,11,0,0.2,0.4,0,0,0,0.4,0,1,0,0,1
97,0.26,60,260,50,10,0,0.4,0,0,0,0.6,0,0,1,0,0,1
98,0.26,80,260,50,10,0,0,0,0,0,1,0,0,1,0,0,1
99,0.26,100,260,50,9,0,0,0,0,0,1,0,0,1,0,0,1
100,0.1,100,210,50,4,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
101,0.2,100,210,50,7,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
102,0.1,100,210,50,3,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
103,0.1,100,210,50,4,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
104,0.1,100,210,50,5,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
105,0.2,100,210,50,9,0,0,0,0.4,0,0.4,0.2,0,0,1,0,1
106,0.2,100,210,50,9,0,0,0,0.4,0,0.4,0.2,0,0,1,0,1
107,0.2,100,210,50,4,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
108,0.1,100,210,50,1,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
109,0.2,100,210,50,3,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
110,0.3,100,210,50,8,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
111,0.3,100,210,50,5,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
112,0.2,100,210,50,2,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
113,0.1,100,210,50,2,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
114,0.3,100,210,50,7,0,0,0,0.6,0,0.2,0.2,0,0,1,0,1
115,0.3,100,210,50,9,0,0,0,0.4,0,0.4,0.2,0,0,1,0,1
116,0.3,100,210,50,9,0,0,0,0.4,0,0.4,0.2,0,0,1,0,1
117,0.2,20,220,35,8.9885,0,0.4,0.4,0,0,0,0.2,0,1,0,0,1
118,0.3,20,220,35,14.3535,0,0.4,0.6,0,0,0,0,0,1,0,0,1
119,0.4,20,220,35,15.275,0,0.4,0.6,0,0,0,0,0,1,0,0,1
120,0.2,25,235,45,5.83,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
121,0.3,25,235,45,11.668,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
122,0.4,25,235,45,17.384,0,0.2,0.6,0,0,0,0.2,0,1,0,0,1
123,0.2,30,250,55,7.1745,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
124,0.3,30,250,55,13.7815,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
125,0.4,30,250,55,16.293,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
126,0.2,30,220,45,5.859,0,0.6,0.2,0,0,0,0.2,0,1,0,0,1
127,0.3,30,220,45,16.85,0,0.8,0,0,0,0,0.2,0,1,0,0,1
128,0.4,30,220,45,23.701,0,1,0,0,0,0,0,0,1,0,0,1
129,0.2,20,235,55,7.825,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
130,0.3,20,235,55,17.3285,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
131,0.4,20,235,55,18.671,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
132,0.2,25,250,35,6.3895,0,0.2,0.6,0,0,0,0.2,0,1,0,0,1
133,0.3,25,250,35,15.2605,0,0.2,0.6,0,0,0,0.2,0,1,0,0,1
134,0.4,25,250,35,23.986,0,0.4,0.6,0,0,0,0,0,1,0,0,1
135,0.2,25,220,55,7.6105,0,0.2,0.2,0,0.4,0,0.2,0,1,0,0,1
136,0.3,25,220,55,9.966,0,0.2,0.2,0,0.4,0,0.2,0,1,0,0,1
137,0.4,25,220,55,17.4995,0,0.8,0,0,0,0,0.2,0,1,0,0,1
138,0.2,30,235,35,5.2825,0,0.4,0.4,0,0,0,0.2,0,1,0,0,1
139,0.3,30,235,35,9.688,0,0.4,0.4,0,0,0,0.2,0,1,0,0,1
140,0.4,30,235,35,18.6705,0,0.4,0.6,0,0,0,0,0,1,0,0,1
141,0.2,20,250,45,4.9635,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
142,0.3,20,250,45,9.3485,0,0,0.4,0,0.4,0,0.2,0,1,0,0,1
143,0.4,20,250,45,17.769,0,0,0.6,0,0.4,0,0,0,1,0,0,1
144,0.1,15,235,80,7.3168,0,0,0.6,0,0.4,0,0,0,0,1,0,1
145,0.1,15,235,80,7.3436,0,0,0.6,0,0.4,0,0,0,0,1,0,1
146,0.1,15,225,80,8.0386,0,0,1,0,0,0,0,0,0,1,0,1
147,0.1,15,235,40,1.418,0,0,0.4,0,0.4,0,0.2,0,0,1,0,1
148,0.1,15,225,80,7.8848,0,0,1,0,0,0,0,0,0,1,0,1
149,0.1,15,225,40,1.869,0,0,0.4,0,0.4,0,0.2,0,0,1,0,1
150,0.1,15,230,60,6.8524,0,0,0.6,0,0.4,0,0,0,0,1,0,1
151,0.1,15,225,40,1.4684,0,0,0.4,0,0.4,0,0.2,0,0,1,0,1
152,0.1,15,230,60,6.2342,0,0,0.6,0,0.4,0,0,0,0,1,0,1
153,0.1,15,235,40,1.6842,0,0,0.4,0,0.4,0,0.2,0,0,1,0,1
154,0.1,30,195,30,5.8,0,1,0,0,0,0,0,0,0,1,0,1
155,0.1,40,195,30,0.4,0,1,0,0,0,0,0,0,0,1,0,1
156,0.1,50,195,30,4.2,0,1,0,0,0,0,0,0,0,1,0,1
157,0.2,30,195,30,6.1,0,1,0,0,0,0,0,0,0,1,0,1
158,0.2,40,195,30,8.9,0,1,0,0,0,0,0,0,0,1,0,1
159,0.2,50,195,30,4.9,0,1,0,0,0,0,0,0,0,1,0,1
160,0.3,30,195,30,5.1,0,1,0,0,0,0,0,0,0,1,0,1
161,0.3,40,195,30,19.3,0,1,0,0,0,0,0,0,0,1,0,1
162,0.3,50,195,30,11.7,0,1,0,0,0,0,0,0,0,1,0,1
